,Movie Title,Genre,tconst,Runtime (min),IMDB Rating,Worldwide Box Office (USD),Domestic Box Office (USD),budget,release_date,popularity
2809,Storm Surfers 3D,"Drama, Romance",tt1754546,95.0,6.5,589945,117090,0.0,2012-08-13,2.841
2810,Slaughter Creek,Documentary,tt1336106,94.0,3.1,136815,116487,0.0,2012-09-16,2.116
2811,Kaboom,"Documentary, Music",tt1523483,86.0,5.7,635162,116478,0.0,2010-08-22,6.657
2812,5 to 7,Drama,tt2486678,95.0,7.1,674579,116400,0.0,2014-04-19,9.838
2813,Yossi,"Sci-Fi, Thriller",tt1934269,84.0,7.0,128668,116207,500000.0,2012-05-16,4.016
2814,Blank City,Horror,tt1398949,94.0,7.1,119929,116037,0.0,2011-04-06,4.4719999999999995
2815,Don't Think I've Forgotten: Cambodia's Lost Rock & Roll,"Action, Drama, Thriller",tt2634200,105.0,7.7,133443,115871,0.0,2014-01-01,4.225
2816,Gonjiam: Haunted Asylum,Documentary,tt8119752,95.0,6.1,21041950,115252,0.0,2018-03-28,9.14
2817,Caged No More,"Documentary, Biography, History",tt4104354,99.0,5.5,114959,114903,0.0,2016-01-15,7.0729999999999995
2818,Nostalgia,"Crime, Drama, Thriller",tt6456222,114.0,5.4,114603,114603,0.0,2018-02-16,6.04
2819,Fire at Sea,"Comedy, Drama, Music",tt3652526,114.0,6.8,1178377,114535,0.0,2016-02-18,5.297999999999999
2820,Beware of Mr. Baker,Comedy,tt1931388,100.0,7.7,210123,114271,0.0,2012-11-28,3.535
2821,Eva Hesse,"Drama, Romance",tt3601350,108.0,6.8,157481,114105,0.0,2016-04-27,3.222
2822,Bodied,"Comedy, Fantasy",tt5883570,120.0,7.2,113956,113956,0.0,2018-11-02,8.251
2823,"We Love You, Sally Carmichael!","Drama, Mystery, Thriller",tt5664676,84.0,6.1,113435,113324,0.0,2017-08-04,3.8819999999999997
2824,Love After Love,"Biography, Drama, History",tt5457078,91.0,5.5,128602,113074,0.0,2018-03-30,6.04
2825,The Liberator,Documentary,tt2387513,119.0,6.9,5082098,113067,50000000.0,2013-09-09,3.236
2826,Slack Bay,Drama,tt4726636,122.0,6.0,4734494,112621,8104734.0,2016-05-13,4.816
2827,The King's Choice,"Animation, Comedy, Family",tt4353996,133.0,7.2,10017316,112443,7500000.0,2016-09-29,7.0120000000000005
2828,"Hale County This Morning, This Evening","Biography, Crime, Drama",tt6634646,76.0,6.4,112282,112282,0.0,2018-01-19,6.768
2829,The Measure of a Man,"Drama, Mystery, Romance",tt1845872,,7.3,6518931,112061,0.0,2011-03-25,1.055
2830,Marwencol,"Comedy, Drama",tt1391092,83.0,7.6,112036,112036,0.0,2010-03-12,7.027
2831,Monster Family,"Comedy, Drama, Family",tt6572702,93.0,4.8,27890108,112014,0.0,2017-08-24,13.243
2832,Victor,"Documentary, War",tt3222852,105.0,6.8,117755,111594,0.0,2016-09-15,3.4330000000000003
2833,The Obama Effect,"Animation, Adventure, Comedy",tt2207006,85.0,2.0,110904,110251,0.0,2012-07-13,2.783
2834,Kaptaan,"Action, Crime, Thriller",tt5595240,142.0,6.5,296715,109993,60.0,2016-05-20,1.296
2835,Five Broken Cameras,Documentary,tt2125423,94.0,7.9,146475,109983,0.0,2011-11-23,4.4239999999999995
2836,Memories of the Sword,Documentary,tt3054798,120.0,6.3,2345062,109972,0.0,2015-08-13,4.3469999999999995
2837,The Negotiation,"Animation, Adventure, Drama",tt6904272,114.0,6.5,15229193,109856,0.0,2018-09-19,5.893
2838,Follow Me: The Yoni Netanyahu Story,"Documentary, Biography, History",tt2062961,87.0,6.7,112679,109762,0.0,2012-05-18,1.4869999999999999
2839,Spinning Plates,Drama,tt2014351,93.0,7.2,124856,109757,0.0,2013-10-25,3.8310000000000004
2840,Nas: Time Is Illmatic,"Documentary, Drama",tt3549508,74.0,7.1,164540,109300,0.0,2014-04-04,7.063
2841,Beyond the Hills,Drama,tt2258281,152.0,7.6,673493,109248,0.0,2012-09-12,6.615
2842,The Look of Silence,"Comedy, Drama",tt3521134,103.0,8.3,157857,109089,0.0,2014-08-30,10.524000000000001
2843,The Overnighters,Drama,tt3263996,102.0,7.5,110763,108814,0.0,2014-10-10,6.519
2844,In Between,"Animation, Comedy, Drama",tt3473418,45.0,7.2,1679952,107977,0.0,2013-04-24,0.6
2845,The Perfect Family,Action,tt1650058,84.0,5.7,110313,107721,0.0,2011-04-30,4.58
2846,The Artist and the Model,"Drama, Romance",tt1990217,105.0,6.7,1492780,107300,0.0,2012-09-28,2.787
2847,The Trouble with Terkel,"Crime, Drama, History",tt1560987,87.0,7.1,110289,107284,0.0,2017-02-03,0.6
2848,Augustine,"Comedy, Drama, Romance",tt2098628,102.0,6.0,262390,107114,0.0,2012-11-07,3.108
2849,Take Point,"Comedy, Drama",tt7156436,119.0,5.6,12908032,107018,0.0,2018-12-26,6.755
2850,The Beauty Inside,"Documentary, Drama, Family",tt4273886,127.0,7.4,14301869,107004,0.0,2015-08-20,7.795
2851,Escobar: Paradise Lost,"Short, Drama, Sci-Fi",tt2515030,120.0,6.5,5552496,106869,17000000.0,2014-10-11,14.225
2852,Hello I Must Be Going,Documentary,tt2063666,95.0,6.2,354939,106709,0.0,2012-09-07,6.739
2853,The Brink,"Documentary, Biography",tt7223050,101.0,5.6,106057,106057,0.0,2017-11-23,4.301
2854,Road Hard,"Documentary, Music",tt3110770,98.0,6.1,113169,105943,1500000.0,2015-03-06,4.997
2855,Airpocalypse,"Action, Crime",tt9409854,105.0,4.8,18491089,105678,0.0,2018-12-21,1.7919999999999998
2856,"Love, Cecil","Adventure, Comedy, Drama",tt5275884,98.0,6.5,107940,105466,0.0,2017-12-01,4.95
2857,Big Star: Nothing Can Hurt Me,Documentary,tt2290151,113.0,7.1,105998,105030,0.0,2013-07-03,5.0680000000000005
2858,Zero Days,"Comedy, Drama",tt5446858,116.0,7.8,109649,104906,0.0,2016-07-08,8.762
2859,Fabricated City,"Crime, Drama",tt6399158,126.0,6.9,18307490,104874,0.0,2017-02-09,8.295
2860,Aferim!,Documentary,tt4374460,108.0,7.6,350110,104706,1379375.0,2015-03-06,4.437
2861,Abacus: Small Enough to Jail,"Comedy, Drama, Romance",tt5952382,88.0,7.2,113278,104621,0.0,2017-05-19,7.767
2862,Adult Beginners,"Comedy, Crime",tt3318750,92.0,5.6,108808,104415,0.0,2014-09-08,8.922
2863,God's Pocket,Documentary,tt2920808,88.0,6.1,403713,104401,0.0,2014-05-09,8.097000000000001
2864,Steve Jobs: The Lost Interview,"Action, Comedy, Crime",tt2104994,70.0,8.0,127541,104286,0.0,2012-05-11,3.8560000000000003
2865,Namaste England,"Comedy, Romance",tt7607940,141.0,1.6,279934,104079,0.0,2018-10-19,1.518
2866,Best Worst Thing That Ever Could Have Happened...,Comedy,tt3282712,95.0,7.7,106986,104005,0.0,2016-10-09,2.415
2867,Results,"Animation, Short",tt3824412,105.0,5.4,104507,103887,0.0,2015-05-29,8.157
2868,Memoir of War,"Drama, Fantasy, Horror",tt6313378,127.0,6.0,2980982,103636,0.0,2017-08-17,5.978
2869,Happy Phirr Bhag Jayegi,Comedy,tt7881542,136.0,4.6,417669,103385,0.0,2018-08-24,1.4
2870,The Romantics,"Documentary, Biography",tt1403988,95.0,5.1,191019,103280,4500000.0,2010-09-10,7.778
2871,Puerto Ricans in Paris,"Documentary, Biography",tt3730510,82.0,5.3,102890,102890,0.0,2015-06-12,4.697
2872,Filmworker,"Drama, Fantasy, Romance",tt6851066,94.0,7.5,112828,102609,0.0,2018-05-11,7.777
2873,Ismael's Ghosts,"Action, Horror, Thriller",tt5687040,114.0,5.6,3075562,102510,0.0,2017-05-17,6.1370000000000005
2874,Bettie Page Reveals All,"Comedy, Crime, Drama",tt1776086,101.0,7.1,108118,102378,0.0,2013-11-22,4.619
2875,Upside Down,"Comedy, Drama",tt1374992,109.0,6.4,22187813,102118,60000000.0,2012-09-27,13.288
2876,Ain't in It for My Health: A Film About Levon Helm,"Action, Adventure, Fantasy",tt1362518,83.0,7.2,113966,102057,0.0,2010-11-24,0.6
2877,Henry's Crime,"Documentary, Music",tt1220888,108.0,6.0,2169799,101882,12000000.0,2010-01-14,7.3
2878,God Help the Girl,"Animation, Action, Sci-Fi",tt2141751,112.0,6.4,423306,101542,0.0,2014-08-22,8.609
2879,Mojin: The Worm Valley,Comedy,tt9490414,110.0,4.6,22381583,101516,0.0,2018-12-29,1.923
2880,Score: A Film Music Documentary,"Drama, Romance",tt4207112,93.0,7.5,184025,101382,0.0,2017-03-16,8.982999999999999
2881,Computer Chess,Documentary,tt2007360,92.0,6.3,127852,101218,0.0,2013-07-17,5.478
2882,Ghost in the Shell: The New Movie,"Comedy, Drama",tt4337072,100.0,6.7,1332311,101203,0.0,2015-06-20,7.361000000000001
2883,Feed the Fish,Documentary,tt1354687,92.0,6.0,101170,101160,0.0,2009-01-01,2.9330000000000003
2884,Cameraperson,Documentary,tt5375040,102.0,7.4,109464,101074,0.0,2016-09-09,5.832000000000001
2885,The Magic of Belle Isle,"Drama, Romance",tt1839654,109.0,7.0,123821,100910,0.0,2012-07-06,10.179
2886,Freakonomics,"Adventure, Drama, Thriller",tt1152822,93.0,6.4,117678,100675,3000000.0,2010-10-01,7.688
2887,A Boy. A Girl. A Dream.,Documentary,tt6905402,89.0,4.4,112552,100552,0.0,2018-01-22,3.264
2888,All About Nina,Documentary,tt7542576,97.0,5.8,100335,100335,0.0,2018-09-28,6.075
2889,Walking Out,"Crime, Drama",tt5420886,95.0,5.8,162445,100240,0.0,2017-01-21,8.556000000000001
2890,A Lego Brickumentary,Documentary,tt3214286,93.0,6.8,101531,100240,650000.0,2014-11-09,6.747999999999999
2891,Man of Tai Chi,"Action, Crime, Drama",tt2016940,105.0,6.1,5464885,100144,25000000.0,2013-07-04,7.888
2892,8: The Mormon Proposition,Documentary,tt1484522,80.0,7.0,100280,100135,0.0,2010-01-01,1.905
2893,Rejoice and Shout,"Documentary, Biography",tt1600435,115.0,6.0,100237,100119,0.0,2011-06-03,0.6759999999999999
2894,National Gallery,"Comedy, Drama",tt3720794,180.0,7.3,354971,100100,0.0,2014-10-08,6.395
2895,Bhutto,"Biography, Drama, Romance",tt1524095,111.0,7.7,100202,100009,0.0,2010-11-05,2.289
2896,Last Weekend,"Crime, Drama, Thriller",tt2435458,94.0,5.4,27053,100000,0.0,2014-08-29,2.656
2897,Our Last Tango,"Drama, Thriller",tt4937156,85.0,7.2,505885,99928,0.0,2015-09-12,1.3019999999999998
2898,V/H/S,Documentary,tt2105044,116.0,5.8,1944287,99770,0.0,2012-07-28,11.398
2899,360,"Drama, Thriller",tt1680045,110.0,6.2,4396975,99603,0.0,2012-07-25,9.839
2900,Ivory Tower,"Drama, Romance",tt1674708,75.0,6.9,106771,99555,0.0,2010-08-11,2.057
2901,Meow Wolf: Origin Story,"Comedy, Drama, Fantasy",tt7984826,88.0,7.8,99488,99488,0.0,2018-11-29,3.225
2902,The Young and Prodigious T.S. Spivet,"Action, Crime, Thriller",tt1981107,105.0,7.1,9494789,99462,33000000.0,2013-10-16,7.862
2903,Shadow Dancer,Documentary,tt1770734,101.0,6.2,2253819,99134,6300000.0,2012-02-12,7.382000000000001
2904,Last Night,"Documentary, Adventure, Comedy",tt1294688,93.0,6.6,11027222,98986,7000000.0,2010-05-11,12.364
2905,The Lure,"Comedy, Fantasy, Horror",tt5156940,77.0,7.5,108846,98818,0.0,2016-11-13,1.807
2906,Aida's Secrets,"Comedy, Crime, Drama",tt5706568,90.0,7.0,98468,98468,0.0,2016-05-03,2.435
2907,Walking on Water,"Documentary, Drama, History",tt7681868,105.0,8.3,178119,98358,0.0,2019-03-19,3.3930000000000002
2908,Rubber,"Comedy, Drama, Romance",tt1612774,82.0,5.8,101729,98017,500000.0,2010-07-09,8.578
2909,Be Natural: The Untold Story of Alice Guy-Blaché,"Adventure, Comedy, History",tt3146022,103.0,6.9,133603,97849,0.0,2018-12-07,5.872999999999999
2910,Gimme the Loot,"Drama, Sport",tt2139919,79.0,6.6,116783,97768,0.0,2012-09-23,3.748
2911,I Called Him Morgan,"Biography, Drama, History",tt4170344,92.0,7.3,128986,97711,0.0,2016-09-05,5.707999999999999
2912,"Tim Timmerman, Hope of America","Documentary, News",tt4514646,94.0,5.5,97727,97629,0.0,2017-03-03,2.812
2913,Mary Shelley,"Drama, Romance",tt3906082,120.0,6.4,2096600,97321,0.0,2018-04-22,10.37
2914,Escape Fire: The Fight to Rescue American Healthcare,"Action, Drama",tt2093109,95.0,7.3,126238,97316,0.0,2012-10-05,1.9240000000000002
2915,Poster Boys,Drama,tt6352548,128.0,5.6,2602256,97049,0.0,2017-09-08,2.376
2916,A Ballerina's Tale,"Drama, War",tt4504040,85.0,6.4,131995,96900,0.0,2015-10-14,2.4290000000000003
2917,Wuthering Heights,Drama,tt1181614,129.0,6.1,1742215,96889,5692172.0,2011-09-05,8.508
2918,Hardflip,"Adventure, Crime, Drama",tt1907639,112.0,5.6,96734,96734,1000000.0,2012-06-01,2.509
2919,1915,"Biography, Drama, History",tt3781762,82.0,4.8,111682,96682,0.0,2015-04-17,2.123
2920,Our Time Will Come,Drama,tt7075594,130.0,6.5,9484714,96552,0.0,2017-07-01,3.592
2921,Sweet Country,"Short, Horror",tt6958212,113.0,6.9,1847693,95609,0.0,2018-01-25,7.892
2922,ABCD (Any Body Can Dance),Drama,tt2321163,160.0,6.4,240194,95236,0.0,2013-02-07,2.6039999999999996
2923,Child's Pose,Drama,tt2187115,112.0,7.4,994126,94853,1104000.0,2013-03-08,5.211
2924,El Angel,Documentary,tt7204348,118.0,7.1,5604680,94481,3000000.0,2018-08-09,9.311
2925,James White,Documentary,tt4288636,85.0,7.1,101368,94464,0.0,2015-01-23,5.245
2926,Tower,News,tt2319142,78.0,5.8,101987,94329,0.0,2012-08-10,1.6740000000000002
2927,The Image Book,Documentary,tt5749596,84.0,6.4,130802,94153,0.0,2018-10-11,3.063
2928,God the Father,Thriller,tt3722118,101.0,6.3,113276,94025,0.0,2014-10-31,2.778
2929,American Promise,"Short, Action",tt2545088,135.0,7.0,146702,94000,0.0,2013-10-18,2.7039999999999997
2930,Greedy Lying Bastards,Drama,tt2069784,90.0,5.8,46121,93511,0.0,2013-03-08,0.6659999999999999
2931,Let the Corpses Tan,"Comedy, Drama",tt5827212,92.0,6.2,93409,93409,0.0,2017-10-18,4.85
2932,I Spit on Your Grave,Documentary,tt1242432,108.0,6.3,1278650,93051,2000000.0,2010-06-17,13.675999999999998
2933,Past Life,"Action, Crime, Drama",tt5787384,109.0,6.4,191678,93048,0.0,2016-12-01,1.757
2934,Man from Reno,"Comedy, Drama",tt2287170,111.0,6.8,101438,92918,0.0,2015-03-27,3.4189999999999996
2935,My Reincarnation,"Action, Drama",tt1740799,90.0,6.2,96115,92674,0.0,2011-10-28,3.167
2936,Before You Know It,"Documentary, Crime, Drama",tt2473762,110.0,6.1,151507,92285,0.0,2013-03-14,1.13
2937,Final: The Rapture,"Action, Crime, Thriller",tt2710368,90.0,5.8,124561,92100,0.0,2013-09-13,3.089
2938,A Touch of Sin,"Drama, Mystery, Thriller",tt2852400,130.0,7.1,854891,91714,0.0,2013-10-04,6.21
2939,Kids for Cash,"Biography, Drama",tt2925642,102.0,7.1,143178,91512,0.0,2014-02-07,6.321000000000001
2940,Memoir of a Murderer,"Documentary, Sport",tt5729348,118.0,7.0,19015346,91335,0.0,2017-09-07,7.074
2941,Evil Bong 3: The Wrath of Bong,"Comedy, Mystery",tt1791500,87.0,3.7,91260,91260,0.0,2011-04-08,4.285
2942,Passion,"Comedy, Drama, Romance",tt1829012,102.0,5.3,713616,91186,20000000.0,2012-09-07,8.309
2943,Mapplethorpe,"Drama, Romance",tt1389098,102.0,6.0,91002,91002,0.0,2018-04-22,4.195
2944,John McEnroe: In the Realm of Perfection,Sci-Fi,tt7966920,95.0,6.6,114289,90964,0.0,2018-07-11,1.435
2945,The King's Case Note,Documentary,tt6817202,114.0,6.5,11383493,90899,8540000.0,2017-04-26,1.06
2946,Legends from the Sky,"Documentary, Biography, Music",tt3625220,85.0,6.4,91462,90706,0.0,2015-01-30,2.542
2947,Dina,Drama,tt6333058,103.0,6.8,96524,90503,0.0,2017-10-04,4.854
2948,Beyond Sight: The Derek Rabelo Story,"Biography, Comedy, Drama",tt2933292,84.0,7.6,101074,90194,0.0,2014-03-07,0.6
2949,One Track Heart: The Story of Krishna Das,"Comedy, Drama, Romance",tt2010939,74.0,6.2,100401,90179,0.0,2013-05-08,0.6
2950,King's Faith,"Documentary, Biography, History",tt2004271,108.0,6.5,90106,90106,0.0,2013-04-26,3.0380000000000003
2951,One Chance,"Comedy, Fantasy",tt1196956,103.0,6.8,10900434,89722,0.0,2013-09-09,9.475
2952,Girl on a Bicycle,"Comedy, Drama, Romance",tt1686042,101.0,6.2,176272,89378,0.0,2013-03-04,4.46
2953,The Third Murder,Drama,tt6410564,124.0,6.7,13411936,89315,0.0,2017-09-09,7.965
2954,Morris from America,"Short, Drama",tt3652862,91.0,6.2,91151,88932,0.0,2016-08-19,5.086
2955,She's Funny That Way,Drama,tt1767372,93.0,6.1,6034851,88460,0.0,2015-04-22,11.5
2956,Ramen Shop,"Documentary, Biography, Sport",tt6720618,89.0,6.8,734347,88455,0.0,2018-03-29,3.592
2957,The Lumber Baron,"Action, Adventure, Drama",tt6977218,120.0,8.0,88336,88336,0.0,2019-05-24,1.1740000000000002
2958,Breathe In,"Documentary, Animation, History",tt1999987,98.0,6.4,481079,88100,0.0,2013-01-18,8.951
2960,Starlet,Documentary,tt2035630,103.0,6.8,146222,87910,0.0,2012-11-09,7.455
2961,Sunshine Superman,"Comedy, Crime",tt1322313,100.0,6.9,96715,87875,400000.0,2015-05-22,3.1639999999999997
2962,Cold Case Hammarskjöld,"Crime, Drama, Horror",tt9352780,128.0,8.2,104965,87501,0.0,2019-02-07,2.6210000000000004
2963,The Price of Everything,"Crime, Drama, Thriller",tt7475540,98.0,7.2,144446,87400,0.0,2018-11-16,2.048
2964,Settai,"Action, Adventure, Comedy",tt2677816,136.0,4.5,422247,87260,0.0,2013-04-05,1.175
2965,The House That Jack Built,"Documentary, Drama, Romance",tt2190492,90.0,6.7,3297010,87008,0.0,2015-12-11,2.457
2966,Knights of Badassdom,"Documentary, Biography, History",tt1545660,86.0,5.7,123854,86796,0.0,2013-01-21,8.432
2967,Blue Caprice,"Documentary, News, Thriller",tt2027064,93.0,6.0,93995,86749,0.0,2013-09-12,6.117999999999999
2968,Marina Abramovic: The Artist Is Present,"Action, Comedy, Drama",tt2073029,106.0,7.9,156695,86217,0.0,2012-01-01,7.709
2969,The Principle,"Action, Comedy, Drama",tt2458876,90.0,5.4,89543,86172,0.0,2014-10-14,4.6930000000000005
2970,Mayday Life,"Documentary, Biography",tt10346206,112.0,8.4,7435496,85912,0.0,2019-05-24,1.4
2971,A Little Help,"Crime, Drama, Mystery",tt1319722,109.0,5.7,96868,85789,0.0,2010-07-22,4.3180000000000005
2972,Big Brother,Documentary,tt7336572,101.0,6.2,22029250,85624,0.0,2018-08-16,4.64
2973,Author: The JT LeRoy Story,"Drama, Horror, Mystery",tt5278462,110.0,7.1,87686,85622,0.0,2016-01-22,3.0780000000000003
2974,The Best Offer,"Comedy, Crime",tt1924396,131.0,7.8,20596350,85433,13500000.0,2013-01-01,13.915
2975,Carancho,"Action, Crime, Drama",tt1542852,107.0,6.9,4120012,85363,0.0,2010-05-06,4.204
2976,Vidal Sassoon: The Movie,Drama,tt1649433,90.0,6.5,124532,85222,0.0,2010-04-23,1.3219999999999998
2977,Lobster Cop,Documentary,tt8489090,94.0,5.0,10373129,85172,0.0,2018-06-21,2.099
2978,Sonchiriya,"Comedy, Drama",tt8108200,143.0,7.5,135413,85148,0.0,2019-03-01,2.884
2979,The Third Wife,"Documentary, History",tt7692966,96.0,7.0,305755,84933,0.0,2019-01-11,4.216
2980,Heal,Drama,tt5239942,106.0,6.8,12668,84668,0.0,2017-10-20,6.266
2981,Papi Chulo,"Documentary, Comedy",tt8228538,98.0,6.5,94321,84497,0.0,2019-06-07,2.827
2982,Byzantium,"Drama, War",tt1531901,118.0,6.5,828284,84293,10000000.0,2012-09-09,13.870999999999999
2983,Chapter & Verse,"Comedy, Romance",tt3946960,97.0,6.2,84147,84147,4000000.0,2017-02-03,3.122
2984,Exporting Raymond,Comedy,tt1356763,86.0,6.9,87727,83894,0.0,2011-04-29,4.8180000000000005
2985,Custody,Drama,tt4575930,104.0,6.5,3790303,83882,0.0,2016-04-17,5.281000000000001
2986,Beasts of No Nation,Drama,tt1365050,137.0,7.8,90777,83861,6000000.0,2015-09-11,9.753
2987,Somebody Up There Likes Me,Drama,tt2014346,76.0,5.8,89435,83796,0.0,2013-01-22,2.353
2988,Museum Hours,Documentary,tt2268732,107.0,6.9,639121,83725,0.0,2012-08-08,5.127000000000001
2989,Claire's Camera,Horror,tt5989220,69.0,6.4,191980,83418,0.0,2018-03-07,3.022
2990,The Eye of the Storm,Drama,tt1600207,114.0,6.3,2104689,83297,0.0,2011-09-07,3.167
2991,Watermark,Crime,tt3106868,92.0,6.9,146572,82837,0.0,2013-10-11,4.383
2992,Blood Done Sign My Name,Horror,tt1210039,128.0,6.6,109383,82739,10000000.0,2010-02-01,2.105
2993,Godard Mon Amour,Documentary,tt5687334,107.0,6.6,1335846,82264,12840746.0,2017-06-24,8.342
2994,Inkubus,"Crime, Drama, Mystery",tt1650537,80.0,4.0,81600,81600,0.0,2011-10-28,3.926
2995,Hating Breitbart,"Action, Adventure, Sci-Fi",tt2400336,85.0,6.8,81432,81432,0.0,2012-10-19,3.802
2996,Earth: One Amazing Day,"Drama, Fantasy, Horror",tt6238896,95.0,7.8,12851540,81345,0.0,2017-08-04,12.55
2997,The Whale,Documentary,tt1708537,85.0,8.1,81881,81212,0.0,2011-09-09,3.8310000000000004
2998,The Nile Hilton Incident,"Comedy, Fantasy, Horror",tt5540188,111.0,6.8,3979536,81089,4250000.0,2017-07-12,7.409
2999,Tale of Tales,"Drama, Music, Romance",tt3278330,134.0,6.4,5497104,80809,12000000.0,2015-05-14,9.422
3000,Crazy Wisdom: The Life & Times of Chogyam Trungpa Rinpoche,"Drama, Mystery",tt1172047,86.0,7.3,86202,80752,0.0,2011-11-25,2.657
3001,Life After Beth,"Action, Drama, History",tt2581244,89.0,5.6,274717,80315,2400000.0,2014-08-15,8.11
3002,Mountains May Depart,Drama,tt3740778,126.0,6.8,5210160,80244,0.0,2015-11-05,4.896
3003,Bel Canto,"Comedy, Drama",tt6046314,100.0,5.3,350264,80134,0.0,2018-09-13,8.929
3004,Nancy,Drama,tt6509058,85.0,6.2,92000,80115,0.0,2018-06-08,6.433
3005,Heaven Knows What,"Drama, Mystery, Thriller",tt3687186,97.0,6.7,84417,80015,0.0,2015-05-29,6.9910000000000005
3006,En el séptimo día,"Animation, Comedy, Crime",tt6144092,92.0,7.1,79887,79887,0.0,2017-08-11,1.4
3007,Nasty Baby,"Drama, Musical, Romance",tt3121332,101.0,5.6,80772,79800,0.0,2015-02-08,5.124
3008,Rojo,"Crime, Drama",tt8956390,109.0,6.5,557092,79706,0.0,2018-10-26,3.64
3009,Loopers: The Caddie's Long Walk,"Comedy, Drama, Romance",tt6087434,80.0,7.8,90679,79438,0.0,2019-06-07,0.84
3010,Have a Nice Day,"Biography, Drama",tt6451304,77.0,6.5,504003,79393,0.0,2018-01-12,3.219
3011,Water & Power,Documentary,tt2052015,88.0,6.2,82312,79043,0.0,2014-05-02,2.059
3012,Stuck in Love.,"Drama, Thriller",tt2205697,97.0,7.2,977671,78950,0.0,2012-09-09,11.491
3013,Saint Judy,Drama,tt5431284,106.0,4.7,96212,78498,0.0,2019-03-01,4.604
3014,The Heiresses,"Drama, Mystery, Sci-Fi",tt7875464,98.0,6.8,811196,78473,0.0,2018-03-15,4.143
3015,Queen of Earth,Drama,tt3993894,90.0,6.3,95183,78353,0.0,2015-08-26,7.997000000000001
3016,Middle of Nowhere,"Animation, Adventure, Family",tt1211890,97.0,6.4,236806,78030,2000000.0,2012-01-20,4.053999999999999
3017,Shock and Awe,"Drama, Horror, Mystery",tt5540992,90.0,6.0,182415,77980,0.0,2018-07-13,7.997999999999999
3018,Pop Aye,Documentary,tt3740066,104.0,6.6,204464,77976,0.0,2017-09-06,1.412
3019,Sky on fire,Drama,tt6157600,99.0,4.7,5335450,77639,0.0,2016-11-25,2.924
3020,The Innkeepers,"Action, Drama, Sport",tt1594562,101.0,5.5,1169750,77501,750000.0,2011-08-18,9.432
3021,Circo,"Drama, Sci-Fi, Thriller",tt1541666,75.0,7.1,77466,77466,0.0,2011-04-01,2.5789999999999997
3022,The Chambermaid,"Biography, Drama, History",tt8331988,102.0,7.1,164531,77184,0.0,2019-03-25,2.845
3023,Saala Khadoos,"Drama, Horror, Thriller",tt5310090,109.0,7.6,94787,76931,300000.0,2016-01-28,4.319
3024,Colliding Dreams,"Action, Thriller",tt3891218,134.0,6.9,78288,76772,0.0,2015-01-22,4.047
3025,We Are What We Are,"Drama, Romance",tt1620604,90.0,5.7,159047,76633,0.0,2010-11-12,4.428999999999999
3026,Triple Threat,"Drama, Romance",tt6643972,96.0,5.5,345900,76289,10000000.0,2019-03-19,18.322
3027,The Divine Order,"Biography, Drama, Sport",tt5818818,96.0,7.0,195081,76277,0.0,2017-03-09,5.351
3028,The Brawler,"Short, Horror",tt5471472,95.0,4.8,138515,75929,0.0,2018-01-19,4.442
3029,Night Catches Us,"Documentary, Biography, Crime",tt0775543,90.0,6.3,76185,75795,0.0,2010-12-03,3.638
3030,Whitey: United States of America v. James J. Bulger,"Action, Crime, Drama",tt3326366,107.0,6.8,75881,75644,0.0,2014-01-18,6.295
3031,Warriors of the Dawn,"Documentary, Drama, News",tt6010020,130.0,5.4,5497176,75252,0.0,2017-05-31,3.952
3032,The Island President,Drama,tt1990352,101.0,7.3,80996,75233,0.0,2012-03-28,1.141
3033,Blackbird,Documentary,tt2077721,103.0,7.1,78400,75000,0.0,2012-09-09,5.322
3034,Bill Nye: Science Guy,"Action, Crime, Thriller",tt4853154,101.0,5.8,74909,74909,0.0,2017-04-10,6.99
3035,Tehran Taboo,Thriller,tt5584796,96.0,7.0,349886,74758,0.0,2017-10-04,3.8369999999999997
3036,Five Seasons: The Gardens of Piet Oudolf,"Animation, Drama, Family",tt8306634,75.0,7.5,130319,74553,0.0,2018-05-25,1.734
3037,Savage,Documentary,tt1334473,86.0,4.2,4140502,74491,0.0,2011-07-24,2.061
3039,The Riot Act,"Action, Drama, History",tt6702308,101.0,8.3,75506,74253,0.0,2018-09-14,3.432
3040,Dragon Blade,"Comedy, Drama, War",tt3672840,127.0,6.0,122593849,74068,65000000.0,2015-02-19,8.806000000000001
3041,Sound! Euphonium the Movie - Our Promise: A Brand New Day,Drama,tt7089882,110.0,6.7,2403030,73964,0.0,2019-04-19,4.3389999999999995
3042,After Auschwitz,"Drama, History, War",tt6079976,83.0,7.0,73885,73885,0.0,2017-03-25,3.699
3043,Bye Bye Germany,Drama,tt5609734,102.0,6.5,176933,73730,0.0,2017-04-06,3.003
3044,Fort McCoy,"Biography, Drama, Music",tt1282046,100.0,5.9,78948,73678,0.0,2014-01-01,1.473
3045,Six Dance Lessons in Six Weeks,"Biography, Drama, History",tt1670994,107.0,6.7,106323,73613,0.0,2014-12-12,1.4
3046,The Last Suit,"Documentary, Biography, Family",tt5991974,91.0,7.1,608209,73548,0.0,2017-10-06,1.632
3047,Pump,Action,tt2630916,88.0,7.7,89787,73500,0.0,2014-09-19,3.8989999999999996
3048,"Nico, 1988","Drama, Mystery, Thriller",tt7186092,93.0,6.8,83558,73304,0.0,2017-10-12,4.261
